city,date,fare,ride_id
Deanville,2019-01-29 21:11,25.39,9623390000000
Richardfort,2019-03-29 15:16,37.76,4802690000000
Royland,2019-03-23 12:21,13.7,8505730000000
Jerryton,2019-04-20 18:57,29.84,8129670000000
Lake Jonathanshire,2019-01-17 13:15,28.42,6544220000000
Karenberg,2019-04-24 12:57,34.67,6995540000000
Joneschester,2019-02-17 10:04,10.52,3382310000000
Rogerston,2019-02-27 3:58,27.4,6535370000000
North Jason,2019-01-11 5:08,19.64,6877010000000
Reynoldsfurt,2019-04-11 23:49,38.35,6517890000000
Rogerston,2019-01-26 14:42,11.13,9117400000000
Grahamburgh,2019-03-11 8:09,34.53,1668090000000
Lake Jonathanshire,2019-01-21 9:48,22.36,2522100000000
Lake Danielberg,2019-03-05 23:23,44.77,904235000000
Liumouth,2019-01-30 8:51,22.9,2852060000000
West Gabriel,2019-01-28 22:22,5.58,8437990000000
North Jason,2019-01-24 1:46,40.15,6720070000000
West Robert,2019-03-16 16:27,42.89,3371310000000
Huntermouth,2019-01-24 17:07,42.36,2881100000000
Karenside,2019-01-17 12:18,11.6,2896160000000
Karenberg,2019-02-19 16:11,12.25,3871930000000
Amandaburgh,2019-01-29 23:28,41.06,4296860000000
West Robert,2019-02-18 11:51,44.97,341568000000
Pattyland,2019-01-12 20:07,17.85,1717520000000
West Robert,2019-02-19 0:53,40.64,5090000000000
Lake Jonathanshire,2019-02-23 6:10,26.63,5372490000000
Raymondhaven,2019-03-31 14:58,7.67,3677670000000
New Kimberlyborough,2019-04-24 2:21,37.73,2211220000000
North Jasmine,2019-05-08 7:29,18.55,5682020000000
Reynoldsfurt,2019-02-09 17:49,21.02,6197090000000
West Anthony,2019-03-08 10:33,41.3,1154690000000
West Christopherberg,2019-01-30 8:11,16.85,7337260000000
Erikaland,2019-02-11 3:01,35.89,1692280000000
Port Samanthamouth,2019-02-02 1:57,39.28,2671260000000
New Jacobville,2019-04-30 11:44,5.6,3975720000000
Huntermouth,2019-03-27 11:50,22.64,9536740000000
Joneschester,2019-03-19 1:52,42.74,4496210000000
Port Frank,2019-01-15 7:42,30.93,8726140000000
Leahton,2019-03-03 1:24,43.44,4290920000000
Raymondhaven,2019-02-07 16:19,38.67,8352960000000
South Latoya,2019-04-22 12:29,27.54,3391380000000
West Ericstad,2019-03-04 12:31,43.98,6434940000000
Liumouth,2019-04-12 2:27,10.53,8954520000000
Port Johnbury,2019-04-25 0:15,10.26,2977080000000
Robertport,2019-04-18 6:58,24.48,4267630000000
South Michelleport,2019-04-27 11:18,27.89,355231000000
Grahamburgh,2019-02-16 12:22,30.23,5124140000000
Liumouth,2019-04-02 16:53,25.56,9544290000000
Grahamburgh,2019-04-10 1:16,37.67,1448870000000
Rogerston,2019-02-03 21:09,4.41,1718710000000
New Paulville,2019-01-21 20:51,33.47,8221240000000
Liumouth,2019-02-28 15:20,30.3,2081810000000
Port Frank,2019-02-06 3:34,34.86,3935960000000
Loganberg,2019-02-21 18:53,36.21,8542270000000
Karenside,2019-03-21 23:26,26.69,7728920000000
West Angela,2019-04-14 12:28,39.95,7950040000000
West Josephberg,2019-01-31 13:24,38.28,4195600000000
West Samuelburgh,2019-02-22 18:15,7.13,2717850000000
Lake Danielberg,2019-02-06 19:59,30.31,3396700000000
Johnton,2019-01-31 11:17,23.36,3671340000000
West Ericstad,2019-01-21 12:14,8.07,7506040000000
Lake Scottton,2019-04-18 23:06,4.36,5843810000000
North Jasmine,2019-04-17 10:37,11.76,4450940000000
North Jason,2019-04-15 17:35,42.29,5008030000000
North Jason,2019-03-04 10:14,38.49,3338030000000
Lake Danielberg,2019-02-17 5:30,11.7,4874330000000
Christopherfurt,2019-04-04 1:11,24.47,571641000000
Port Johnbury,2019-01-04 2:56,32.75,1737290000000
Port Angela,2019-05-04 9:50,21.62,6302510000000
Port Frank,2019-04-28 9:03,15,7321190000000
North Barbara,2019-01-08 5:21,25.84,3505170000000
North Jason,2019-04-14 19:46,8.05,7833720000000
Barajasview,2019-01-12 23:20,21.64,3010030000000
North Jasmine,2019-01-13 16:18,16.92,5896680000000
South Karenland,2019-04-25 5:20,36.71,7085370000000
West Gabriel,2019-02-20 9:30,28.13,7467210000000
Carriemouth,2019-03-25 21:25,26.4,4293520000000
Huntermouth,2019-03-17 15:43,30.31,6909760000000
Valentineton,2019-01-12 5:52,42.31,5901460000000
East Kaylahaven,2019-01-29 6:40,26.79,5038190000000
Lake Danielberg,2019-04-12 5:18,41.45,5338700000000
West Robert,2019-01-15 8:14,33.91,2161160000000
Williamsstad,2019-04-04 6:55,31.52,778427000000
Port David,2019-04-22 23:30,30.03,7355590000000
Karenside,2019-03-03 18:15,19.19,1723490000000
Valentineton,2019-03-16 23:59,5.23,7407810000000
New Kimberlyborough,2019-04-03 3:36,43.07,5603780000000
New Jacobville,2019-04-20 5:31,13.35,9259170000000
Joneschester,2019-04-13 18:44,27.36,7530380000000
Joneschester,2019-04-20 9:40,30.12,8972500000000
Jerryton,2019-03-24 12:17,31.47,5424250000000
Grahamburgh,2019-01-03 15:37,17.61,7877230000000
Royland,2019-01-18 0:03,32.11,4548840000000
West Robert,2019-03-10 20:00,6.74,6675180000000
Karenside,2019-02-19 20:56,17.41,1217250000000
Williamsview,2019-04-18 2:07,39.79,8745530000000
Simpsonburgh,2019-03-03 8:45,7.63,4176780000000
West Angela,2019-05-07 1:03,12.35,2050510000000
West Heidi,2019-01-15 11:49,21.44,83498621902
Leahton,2019-03-13 9:17,36.79,6214130000000
Reynoldsfurt,2019-02-14 11:25,39.4,9070690000000
Christopherfurt,2019-03-13 1:47,32.05,2788820000000
Raymondhaven,2019-03-20 2:20,38.53,8658260000000
Port Johnbury,2019-03-26 7:22,7.63,8089280000000
West Gabriel,2019-05-05 1:24,27.57,4428770000000
Barronchester,2019-01-27 3:08,27.79,6653620000000
East Kentstad,2019-04-07 19:44,18.75,6575960000000
Lake Omar,2019-01-17 21:33,21.71,966912000000
Myersshire,2019-02-27 17:38,17.1,5706770000000
West Hannah,2019-04-19 1:06,37.78,2273050000000
East Marymouth,2019-03-29 8:36,37.6,6370860000000
New Raymond,2019-02-25 21:40,20.44,5984510000000
Lake Robertside,2019-01-11 20:17,46.51,6574330000000
Josephside,2019-03-30 9:45,44.74,5592690000000
Brandonfort,2019-01-14 12:35,28.02,8100260000000
Josephside,2019-02-07 6:56,31.94,3185690000000
New Raymond,2019-03-21 1:45,22.12,6031760000000
Lewisland,2019-02-14 17:38,42.31,580386000000
East Kentstad,2019-01-22 20:43,35.01,8750870000000
Myersshire,2019-04-29 6:08,17.99,1127100000000
Myersshire,2019-01-10 6:32,45.81,7014260000000
Lewisland,2019-01-30 15:08,32.4,5099210000000
West Hannah,2019-03-22 20:18,25.86,7624910000000
North Richardhaven,2019-02-18 10:21,41.54,4267380000000
New Olivia,2019-03-29 2:52,44.12,7724470000000
New Shannonberg,2019-03-19 8:13,25.46,374753000000
Barronchester,2019-05-05 4:03,30.38,2281520000000
Nicolechester,2019-02-09 12:26,40.83,85473064902
New Raymond,2019-03-18 12:07,36.26,3151410000000
New Raymond,2019-05-03 12:23,48.56,9495030000000
Victoriaport,2019-04-21 15:21,12.13,3313120000000
South Teresa,2019-01-29 12:51,38.47,5746180000000
North Richardhaven,2019-04-07 0:32,36.32,5014290000000
East Aaronbury,2019-03-19 10:43,20.04,4117470000000
South Teresa,2019-02-23 4:35,46.02,4623130000000
Bethanyland,2019-04-01 22:04,38.71,8221080000000
Lake Scott,2019-01-10 11:08,37.96,8130670000000
East Marymouth,2019-01-16 15:44,46.2,1181970000000
North Jeffrey,2019-02-04 22:35,29.87,7909570000000
Rodriguezview,2019-03-27 19:44,49.65,8748960000000
Bethanyland,2019-03-15 19:42,37.09,6243190000000
East Kentstad,2019-05-01 17:35,39.29,1986610000000
Myersshire,2019-01-06 11:43,22.8,499304000000
Lake Robertside,2019-03-05 11:48,29.12,4058490000000
Sotoville,2019-03-29 22:38,34.97,7313960000000
South Brenda,2019-04-28 4:21,27.86,5857210000000
Port Shane,2019-04-09 15:34,27.66,4022340000000
Lake Omar,2019-03-26 5:52,48.26,5014090000000
Lake Robertside,2019-04-30 20:45,22.26,202043000000
Lake Robertside,2019-03-18 8:04,44.21,9839850000000
South Brenda,2019-04-21 3:08,17.8,3500920000000
North Timothy,2019-04-06 10:06,38.39,4781270000000
Nicolechester,2019-04-10 4:41,38.08,8122090000000
Port Shane,2019-04-23 16:05,42.26,8341980000000
New Shannonberg,2019-04-20 2:52,30.82,6829640000000
Veronicaberg,2019-01-19 23:24,19.28,2351080000000
West Hannah,2019-01-09 3:44,14.41,1044910000000
Port Shane,2019-03-02 12:06,14.95,2803200000000
Nicolechester,2019-03-08 19:51,16.35,1045800000000
Victoriaport,2019-04-22 12:38,16.31,6069170000000
New Raymond,2019-01-05 17:58,22.5,7832890000000
New Shannonberg,2019-02-01 4:31,34.09,8588720000000
East Marymouth,2019-04-27 5:31,36.11,8307460000000
Williamsonville,2019-01-09 23:59,48.73,6507710000000
East Kentstad,2019-04-19 21:05,22.42,1136560000000
Victoriaport,2019-02-02 19:14,25.68,8997390000000
New Raymond,2019-01-02 15:38,45.32,8881110000000
Victoriaport,2019-04-02 17:12,12.19,6988300000000
Barronchester,2019-04-25 19:11,36.13,2660180000000
Brandonfort,2019-04-08 20:02,35.64,6109530000000
Lewishaven,2019-04-19 1:08,21.92,7108990000000
Brandonfort,2019-03-22 16:17,38.66,4748540000000
Port Shane,2019-03-26 4:33,19.03,6010400000000
East Marymouth,2019-03-21 11:01,17.43,1621340000000
New Shannonberg,2019-01-15 12:26,35.34,7445880000000
New Shannonberg,2019-05-05 5:25,16.77,8389780000000
Lake Ann,2019-02-14 17:13,42.13,6192400000000
Victoriaport,2019-03-14 3:47,16.5,7106910000000
North Richardhaven,2019-01-22 14:55,18.45,2627730000000
Rodriguezview,2019-04-20 0:03,23.58,3289960000000
Grayville,2019-04-06 3:38,18.11,6203770000000
Lake Robertside,2019-01-13 18:22,28.37,5199680000000
West Hannah,2019-02-01 2:36,33.85,8296560000000
New Olivia,2019-02-05 19:25,47.15,7736820000000
Grayville,2019-04-28 11:40,43.22,6018910000000
Port Shane,2019-03-15 12:09,31.58,2552980000000
Myersshire,2019-03-26 11:33,28.71,2180650000000
Lake Ann,2019-04-30 11:42,14.56,5470770000000
Colemanland,2019-04-20 2:52,20.83,2981570000000
West Kimmouth,2019-01-04 10:24,20.69,1687210000000
Lake Ann,2019-03-06 8:49,13.61,1257550000000
Lake Scott,2019-04-29 22:08,25.75,4959510000000
Mezachester,2019-03-25 12:57,21.89,2294830000000
Brandonfort,2019-05-02 3:14,48.63,4443580000000
Lake Scott,2019-03-26 8:40,26.24,1980310000000
Veronicaberg,2019-04-24 19:16,49.45,5877630000000
Lewisland,2019-01-25 20:46,32.38,8332230000000
Lake Scott,2019-05-07 12:33,21.72,7626060000000
East Marymouth,2019-04-03 12:18,26.93,3384030000000
Sotoville,2019-04-22 1:33,46.5,7088150000000
North Richardhaven,2019-03-03 6:14,18.17,3252030000000
New Shannonberg,2019-02-09 4:01,37.52,3107910000000
New Raymond,2019-05-01 5:16,14.2,1535090000000
Brandonfort,2019-01-02 1:41,49.95,1298470000000
Lake Scott,2019-01-03 17:02,47.97,8024880000000
Nicolechester,2019-05-02 19:37,36.59,6821450000000
East Marymouth,2019-05-01 20:10,13.17,9052670000000
Myersshire,2019-01-25 5:27,35.65,3459460000000
Nicolechester,2019-03-04 3:06,27.67,1790410000000
Davidfurt,2019-01-05 13:42,31.48,1953920000000
Josephside,2019-03-12 19:25,29.47,1697180000000
Myersshire,2019-01-02 16:59,33.62,6489720000000
Sotoville,2019-01-25 6:31,24.13,7372160000000
Veronicaberg,2019-02-02 3:49,26.42,8456790000000
Josephside,2019-01-18 6:31,33.07,7129660000000
Rodriguezview,2019-02-17 14:10,22.76,2750370000000
Lewisland,2019-04-08 19:51,35.16,5715570000000
Sotoville,2019-04-23 20:31,34.87,99483095214
Davidfurt,2019-01-17 17:58,28.28,6647860000000
Mezachester,2019-01-22 0:59,40.67,1956900000000
Josephside,2019-03-03 19:43,17.39,1280380000000
Mezachester,2019-03-18 2:32,40.81,9431150000000
New Shannonberg,2019-02-26 12:23,16.39,1105940000000
East Marymouth,2019-03-08 4:55,43.79,1703170000000
South Brenda,2019-01-19 0:13,44.36,6108190000000
Colemanland,2019-03-05 4:33,13.39,8894920000000
New Shannonberg,2019-05-03 21:53,34.08,1767830000000
East Aaronbury,2019-03-16 11:15,20.59,6153020000000
East Aaronbury,2019-01-27 9:53,28.56,5981080000000
East Danielview,2019-02-25 3:54,26.33,513607000000
Barronchester,2019-03-31 6:05,44.24,1252890000000
Mezachester,2019-04-26 3:30,30.75,3181640000000
South Teresa,2019-04-02 4:02,23.78,295848000000
East Kentstad,2019-03-24 2:53,31.53,1907260000000
Brandonfort,2019-03-19 5:49,45.52,201086000000
New Shannonberg,2019-05-07 7:08,20.52,8313700000000
Grayville,2019-02-19 19:52,19.52,9233980000000
South Teresa,2019-03-28 4:27,17.5,9665110000000
East Marymouth,2019-03-12 10:46,38.26,5237670000000
Lake Robertside,2019-04-10 3:39,34.14,9363510000000
Colemanland,2019-03-02 2:11,36.81,116924000000
South Brenda,2019-01-10 0:17,47.52,3069090000000
Lewisland,2019-01-28 11:38,35.6,9368250000000
New Raymond,2019-01-15 12:51,47.01,3568110000000
North Richardhaven,2019-01-01 14:52,31.15,7188580000000
Josephside,2019-04-17 5:45,32.72,6317910000000
Nicolechester,2019-04-05 1:38,19.57,1109470000000
Veronicaberg,2019-01-18 10:33,33.04,4341350000000
Colemanland,2019-02-20 4:19,43.09,8700310000000
Lewishaven,2019-04-20 3:54,21.23,8139520000000
Mezachester,2019-01-06 2:08,39.83,8422380000000
Williamsonville,2019-02-01 17:54,38.9,1247990000000
Josephside,2019-01-17 18:16,35.68,4973370000000
New Olivia,2019-04-17 19:11,30.81,1521290000000
East Marymouth,2019-01-27 12:18,43.06,6911380000000
Lewishaven,2019-04-27 2:28,14.01,6524980000000
North Richardhaven,2019-01-28 23:31,21.85,3776620000000
New Raymond,2019-03-08 17:43,34.45,8895710000000
South Teresa,2019-04-19 7:57,17.27,6681700000000
Lake Ann,2019-05-07 20:40,24.89,7356790000000
West Kimmouth,2019-01-13 20:10,19.47,6504880000000
East Marymouth,2019-04-12 6:51,33.18,9393260000000
North Jeffrey,2019-02-28 8:46,31.14,6795700000000
Myersshire,2019-01-26 11:16,49.22,1973930000000
Williamsonville,2019-01-17 1:26,28.65,6114930000000
Victoriaport,2019-01-20 17:06,38.74,120114000000
West Hannah,2019-04-19 21:55,24.58,2158780000000
Williamsonville,2019-02-12 17:54,26.49,8222480000000
Lake Omar,2019-04-06 20:29,40.55,8969990000000
East Marymouth,2019-04-02 1:04,20,9372930000000
Brandonfort,2019-04-07 0:42,35.76,2965850000000
Lake Ann,2019-01-15 19:40,28.15,3602890000000
Lake Robertside,2019-01-23 0:24,46.83,3574540000000
Brandonfort,2019-02-06 2:32,35.41,5053220000000
New Olivia,2019-03-27 1:37,34.65,7345280000000
Veronicaberg,2019-01-08 16:01,30.66,7838730000000
New Shannonberg,2019-04-20 3:18,41.85,5509090000000
Grayville,2019-03-14 23:10,25.12,3752250000000
South Teresa,2019-03-12 5:26,23.46,844457000000
South Brenda,2019-02-19 12:50,29.37,676015000000
Lewisland,2019-01-07 17:32,17.57,3766610000000
Lake Robertside,2019-02-05 3:17,21.45,3670280000000
West Hannah,2019-02-18 14:27,40.22,8806340000000
West Kimmouth,2019-02-08 21:11,27.93,652477000000
East Marymouth,2019-02-21 19:36,41.21,2452240000000
Grayville,2019-02-13 6:07,48.59,4964950000000
New Olivia,2019-03-05 22:01,19.21,8459790000000
North Timothy,2019-04-29 23:10,29.39,6609340000000
East Kentstad,2019-01-26 4:48,39.19,9309350000000
East Danielview,2019-04-19 10:36,28.28,149456000000
Veronicaberg,2019-02-05 20:42,46.91,3271890000000
West Hannah,2019-02-06 20:06,18.33,1404490000000
West Hannah,2019-02-16 20:00,20.35,7960860000000
Port Shane,2019-03-17 5:25,20.74,7228720000000
East Marymouth,2019-03-06 14:00,35.95,5147280000000
Veronicaberg,2019-04-25 18:21,24.51,6528960000000
Lewisland,2019-01-25 11:35,44.61,7557980000000
West Kimmouth,2019-03-16 18:10,35.36,6758290000000
North Timothy,2019-04-20 7:06,46.24,2785450000000
New Olivia,2019-01-27 12:15,46.97,3200700000000
West Hannah,2019-03-25 2:14,40.11,4496370000000
Lake Ann,2019-01-24 6:29,32.31,2985170000000
Myersshire,2019-03-15 8:22,15.71,2813570000000
New Raymond,2019-02-28 7:10,17.09,4633370000000
South Teresa,2019-02-12 2:44,33.19,757892000000
North Timothy,2019-01-22 2:35,48.45,5696830000000
East Danielview,2019-04-07 6:31,18.98,6294120000000
Lake Scott,2019-01-30 2:27,48.78,1362380000000
Grayville,2019-04-14 21:00,49.85,9370120000000
South Teresa,2019-03-25 1:20,17.99,7613760000000
Lake Robertside,2019-04-01 3:17,28.07,1677400000000
Barronchester,2019-03-02 23:36,36.49,4031570000000
Nicolechester,2019-05-02 19:48,23.06,5828380000000
Lewishaven,2019-01-15 15:04,22.44,9661340000000
Lake Omar,2019-02-26 11:53,12.49,4144930000000
Victoriaport,2019-01-23 19:59,27.09,332811000000
Williamsonville,2019-03-19 8:30,44.85,9120220000000
South Brenda,2019-01-03 21:29,19.99,5348020000000
New Olivia,2019-01-25 12:12,39.12,7574710000000
New Raymond,2019-05-03 8:35,13.36,8610490000000
West Kimmouth,2019-02-06 0:42,13.59,8837910000000
West Hannah,2019-05-05 7:51,36.08,1865980000000
East Aaronbury,2019-04-19 17:18,29.27,7201710000000
Lewisland,2019-03-10 2:11,40.27,6284440000000
North Timothy,2019-01-14 16:59,15.06,1236750000000
Rodriguezview,2019-02-15 10:47,45.4,520469000000
North Jeffrey,2019-03-07 2:57,29.34,2592270000000
Josephside,2019-02-22 14:39,16.97,1757960000000
Grayville,2019-01-03 13:04,12.6,8663430000000
West Kimmouth,2019-03-07 22:30,29.43,7680300000000
Davidfurt,2019-03-26 4:20,28.69,5103500000000
South Brenda,2019-01-16 3:08,20.27,3318230000000
North Timothy,2019-01-17 20:12,40.87,1506044208
North Richardhaven,2019-03-14 0:49,13.09,5413690000000
New Raymond,2019-03-17 4:31,18.09,5034860000000
North Jeffrey,2019-02-28 5:55,46.4,7546970000000
Lake Scott,2019-02-18 1:12,38.47,1402630000000
Colemanland,2019-01-01 0:46,47.74,2215910000000
Lake Robertside,2019-03-27 8:12,29.07,2044760000000
West Hannah,2019-01-27 19:15,22.42,3204380000000
Bethanyland,2019-02-11 17:43,23.06,4374740000000
Bethanyland,2019-05-03 4:50,40.85,6700640000000
New Olivia,2019-04-10 6:25,30.41,7894640000000
North Timothy,2019-02-25 0:01,22.27,8604430000000
West Kimmouth,2019-01-17 9:19,24.22,8376240000000
Lewishaven,2019-03-02 7:48,33.22,810002000000
Grayville,2019-02-18 10:30,12.55,999956000000
East Marymouth,2019-05-04 23:18,39.07,4459300000000
Davidfurt,2019-03-15 5:02,48.34,2406100000000
Sotoville,2019-01-01 2:07,24.07,7827430000000
Mezachester,2019-04-29 16:20,28.43,7285300000000
Veronicaberg,2019-01-20 5:00,22.02,4110340000000
Lewishaven,2019-01-02 17:52,20.68,8843800000000
Josephside,2019-03-19 17:33,37.42,6758440000000
West Kimmouth,2019-04-05 11:36,28.07,3866900000000
New Raymond,2019-03-06 17:11,15.53,6118320000000
Barronchester,2019-04-07 14:43,21.95,9355810000000
South Teresa,2019-02-24 16:51,48.8,8243170000000
Lake Robertside,2019-01-14 19:24,21.46,2932610000000
Josephside,2019-02-07 20:52,15.98,6788920000000
West Hannah,2019-02-17 17:21,12.6,2728500000000
South Brenda,2019-03-23 2:01,40.53,2619640000000
Williamsonville,2019-02-19 7:48,22.23,1784160000000
New Raymond,2019-01-07 10:02,28.74,4252850000000
Brandonfort,2019-01-11 16:25,37.35,8701940000000
Colemanland,2019-02-21 22:04,30.97,4046530000000
South Teresa,2019-04-19 20:01,34.93,9233160000000
Myersshire,2019-03-25 8:26,18.16,2364250000000
East Danielview,2019-03-02 2:47,14.32,2106100000000
West Hannah,2019-04-23 4:56,47.08,6280590000000
Nicolechester,2019-01-07 10:41,27.44,1918360000000
Barronchester,2019-02-18 18:35,42.32,3493520000000
North Timothy,2019-05-07 14:00,26.3,4905170000000
East Aaronbury,2019-04-08 18:59,21.29,630561000000
Bethanyland,2019-03-26 18:27,24.27,7247230000000
East Danielview,2019-05-03 18:09,48.24,3328100000000
New Olivia,2019-01-03 9:58,38.31,93262977180
Rodriguezview,2019-01-09 11:55,29.19,38504866921
Victoriaport,2019-02-27 17:13,44.91,6926630000000
North Jeffrey,2019-01-23 23:42,27.11,6332050000000
New Olivia,2019-02-06 20:39,13.03,1377410000000
East Danielview,2019-02-28 20:26,42.71,2322330000000
Bethanyland,2019-02-18 9:31,38.8,9382230000000
Colemanland,2019-02-01 20:59,16.11,7600290000000
Grayville,2019-02-26 12:59,12.64,543831000000
Nicolechester,2019-03-14 1:22,47.93,4423380000000
Bethanyland,2019-02-03 5:47,22.82,9675690000000
Nicolechester,2019-01-12 22:48,30.79,9523380000000
Port Shane,2019-04-24 10:06,45.92,5388910000000
Brandonfort,2019-05-03 2:01,41.62,3183130000000
West Kimmouth,2019-04-15 19:22,27.16,8180720000000
Williamsonville,2019-01-30 5:20,36.81,8085670000000
Josephside,2019-04-02 12:23,49.33,482647000000
Josephside,2019-02-17 23:01,38.24,1246770000000
Mezachester,2019-04-01 0:02,24.4,8959520000000
Josephside,2019-01-18 10:21,14.75,6140370000000
North Richardhaven,2019-04-04 21:05,23.79,1145660000000
Bethanyland,2019-02-08 19:50,28.27,5518530000000
Lake Scott,2019-01-24 19:21,47.83,6812440000000
East Danielview,2019-02-19 4:44,31.72,7452530000000
East Aaronbury,2019-02-24 16:37,36.88,9777190000000
Sotoville,2019-03-28 19:16,34.03,3998850000000
Lewishaven,2019-01-18 4:09,32.13,2820580000000
Josephside,2019-04-01 3:46,23.73,6124500000000
Nicolechester,2019-02-04 9:41,49.21,4280430000000
Josephside,2019-03-07 2:22,39.17,6540970000000
East Kentstad,2019-05-07 13:29,38.74,41356844955
Colemanland,2019-02-28 21:02,35.07,8313330000000
Lewishaven,2019-02-22 14:40,20.35,3262610000000
Lake Robertside,2019-04-02 8:53,21.31,4627570000000
Lake Scott,2019-03-16 23:48,28.99,6200940000000
Josephside,2019-05-02 15:30,21.33,6697960000000
South Brenda,2019-02-19 18:08,45.55,1089080000000
Williamsonville,2019-01-14 7:33,40.72,7262120000000
Colemanland,2019-02-26 17:44,32.7,7015490000000
New Olivia,2019-03-19 0:04,33.43,2163780000000
Lake Robertside,2019-03-12 6:05,31.23,3347930000000
Rodriguezview,2019-05-01 9:45,26.92,1693860000000
Brandonfort,2019-03-26 19:35,19.22,8658460000000
Victoriaport,2019-02-24 7:58,45.66,3821430000000
North Richardhaven,2019-01-20 5:13,20.89,6068040000000
Colemanland,2019-04-29 7:09,34.77,300413000000
Williamsonville,2019-04-04 3:48,18.77,7554680000000
Barronchester,2019-03-06 6:36,46.07,4553520000000
Lewisland,2019-02-27 18:56,36.26,6392140000000
New Raymond,2019-03-07 17:57,26.55,6930530000000
South Brenda,2019-01-01 12:32,25.56,2613540000000
South Brenda,2019-03-21 22:45,49.59,3892940000000
North Timothy,2019-04-14 18:06,41.17,2438230000000
East Marymouth,2019-05-06 22:39,34.12,9215800000000
Barronchester,2019-03-26 18:27,30.32,1775560000000
Mezachester,2019-02-16 17:34,29.25,9835000000000
East Kentstad,2019-04-19 14:47,44.82,749760000000
East Marymouth,2019-01-11 2:12,12.21,56113993388
East Marymouth,2019-02-04 19:03,31.44,9309070000000
New Olivia,2019-02-03 8:51,42.89,7781150000000
North Jeffrey,2019-04-09 20:40,21.2,8490760000000
North Richardhaven,2019-01-19 3:13,41.94,4578410000000
Lake Scott,2019-05-05 5:58,18.48,7988530000000
West Kimmouth,2019-05-01 9:07,23.69,1246930000000
Lewisland,2019-02-21 23:06,23.3,7496380000000
Mezachester,2019-01-13 15:21,23.83,5270850000000
Williamsonville,2019-05-07 19:45,26.11,2816730000000
East Marymouth,2019-04-04 10:59,23.38,8033940000000
Veronicaberg,2019-05-07 13:31,42.48,3342190000000
Lewisland,2019-03-28 1:32,43.77,7963830000000
Lewisland,2019-02-06 20:33,33.22,5526290000000
Josephside,2019-02-24 3:58,40.92,175388000000
Bethanyland,2019-03-17 20:29,44.81,4173230000000
North Richardhaven,2019-02-07 0:21,12.58,1426750000000
West Kimmouth,2019-03-09 2:23,35.3,5038860000000
Lake Robertside,2019-03-14 19:44,35.79,8739160000000
New Shannonberg,2019-02-18 11:25,21.66,8774230000000
North Jeffrey,2019-01-14 8:29,25.02,4718960000000
Nicolechester,2019-01-08 19:26,26.16,890381000000
Williamsonville,2019-03-06 3:55,25.69,875561000000
Colemanland,2019-04-23 17:09,16.1,3625740000000
West Hannah,2019-04-02 16:29,33.41,305586000000
South Brenda,2019-01-16 13:20,47.66,4357840000000
Grayville,2019-03-05 12:31,14.15,3503580000000
Port Shane,2019-01-28 15:34,45.7,5717970000000
Veronicaberg,2019-02-09 6:55,26.39,1332830000000
North Jeffrey,2019-02-18 20:41,35.03,4480700000000
Nicolechester,2019-02-10 16:40,37.22,3464270000000
Grayville,2019-03-20 5:36,35.34,3550750000000
West Kimmouth,2019-03-29 4:50,34.84,1769610000000
New Raymond,2019-04-08 14:44,46.37,249397000000
West Kimmouth,2019-01-09 19:41,19.77,684129000000
Brandonfort,2019-01-10 11:10,40.2,9840780000000
Victoriaport,2019-01-26 8:07,23.94,4200320000000
Port Shane,2019-04-06 11:22,43.21,1914500000000
Brandonfort,2019-03-13 23:19,21.62,9839550000000
North Jeffrey,2019-01-10 19:17,33.85,8089410000000
New Shannonberg,2019-04-20 10:09,46.8,591725000000
Barronchester,2019-03-20 18:52,35.09,4842150000000
Josephside,2019-04-26 2:02,27.2,3027370000000
Rodriguezview,2019-05-05 20:48,25.19,5106540000000
South Teresa,2019-03-26 8:11,37.29,850175000000
Port Shane,2019-01-15 18:16,33.95,5355620000000
New Shannonberg,2019-05-02 11:40,13.08,5648100000000
Rodriguezview,2019-04-24 8:08,18.22,6271330000000
Lake Ann,2019-02-16 7:08,39.8,1712080000000
Myersshire,2019-04-15 0:07,32.13,6921140000000
Colemanland,2019-04-22 7:16,31.43,8428160000000
Veronicaberg,2019-01-11 16:25,31.26,8821670000000
Lewishaven,2019-01-20 12:47,35,5772260000000
South Brenda,2019-03-04 1:04,16.6,2241590000000
East Marymouth,2019-01-23 6:04,24.91,5999900000000
Rodriguezview,2019-04-28 0:56,26.61,4839790000000
Grayville,2019-01-07 20:09,34.62,8238370000000
Nicolechester,2019-03-08 15:28,31.71,5157970000000
Lake Scott,2019-05-02 19:14,35.54,8218970000000
Rodriguezview,2019-01-12 2:10,26.41,899334000000
South Teresa,2019-03-01 13:10,34.24,2687120000000
Lake Scott,2019-01-24 8:27,23.8,8229380000000
South Brenda,2019-01-28 11:55,30.98,5997760000000
South Brenda,2019-01-05 14:49,47.38,2885740000000
Josephside,2019-02-03 14:48,43.39,7794970000000
Myersshire,2019-04-20 4:56,37.15,4253080000000
East Danielview,2019-01-15 3:55,21.97,232480000000
North Timothy,2019-02-16 17:53,14.94,7964240000000
Sotoville,2019-04-22 3:14,31.24,947486000000
Grayville,2019-01-25 10:17,39.35,6105110000000
Myersshire,2019-04-30 10:54,41.25,5293590000000
Barronchester,2019-01-09 9:01,38.57,1246870000000
Mezachester,2019-01-02 16:22,47.07,8988360000000
East Marymouth,2019-01-19 19:28,29.94,388682000000
